 J105443; 1; Z060; Pink Small; 7; 44;; Unknown (R01); Unknown (C311)
 J113918; 1; N110; Pink Small; 6; 35;; Unknown (R03); Unknown (C018)
 J161644; 1; N110; Orange Bright; 5; 49;; Unknown (R03); Unknown (C019)
 J152257; 1; N110; Yellow; 8; 25;; Unknown (R03); Unknown (C019)
 J155833; 1; N110; Yellow Small; 9; 20; Magnetar; Unknown (R03); Unknown (C019)
 J151332; 1; N110; Yellow; 5; 5;; Unknown (R03); Unknown (C019)
 J231306; 1; N110; Orange; 10; 90; Wolf-Rayet Star; Unknown (R03); Unknown (C019)
 J171312; 1; N110; Orange radiant; 7; 49;; Unknown (R03); Unknown (C019)
 J112406; 1; N110; Yellow; 6; 3; Cataclysmic Variable; Unknown (R03); Unknown (C019)
 J212904; 1; N110; Pink; 8; 76;; Unknown (R03); Unknown (C019)
 J111811; 1; N110; Orange radiant; 10; 53;; Unknown (R03); Unknown (C019)
 J104201; 1; N110; Yellow Small; 9; 53;; Unknown (R03); Unknown (C020)
 J150216; 1; N110; Red Giant; 5; 8;; Unknown (R03); Unknown (C020)
 J112934; 1; N110; Orange; 10; 58;; Unknown (R03); Unknown (C020)
 J115808; 1; N110; Blue; 8; 72;; Unknown (R03); Unknown (C020)
 J121915; 1; N110; Orange Bright; 10; 50;; Unknown (R03); Unknown (C020)
 J133259; 1; N110; Yellow; 8; 25;; Unknown (R03); Unknown (C020)
 J150325; 1; N110; Yellow Small; 5; 24;; Unknown (R03); Unknown (C020)
 J122224; 1; N110; Yellow Small; 8; 33;; Unknown (R03); Unknown (C020)
 J131702; 1; N110; Orange; 9; 42; Pulsar; Unknown (R03); Unknown (C020)
 J141807; 1; N110; Orange; 11; 52;; Unknown (R03); Unknown (C020)
 J142327; 1; N110; Pink; 8; 43;; Unknown (R03); Unknown (C020)
 J144822; 1; N110; Yellow Small; 6; 6;; Unknown (R03); Unknown (C020)
 J150807; 2; D382 A239; Orange Bright; 6; 31;; Unknown (R06); Unknown (C041)
 J110413; 2; D382 A239; Orange radiant; 9; 96;; Unknown (R06); Unknown (C041)
 J105352; 2; D382 A239; Pink Small; 10; 69;; Unknown (R06); Unknown (C041)
 J161246; 2; D382 A239; Pink; 11; 38;; Unknown (R06); Unknown (C041)
 J125927; 2; D382 A239; Blue Bright; 11; 38; Red Giant; Unknown (R06); Unknown (C041)
 J130650; 2; D382 A239; Orange; 12; 71; Cataclysmic Variable; Unknown (R06); Unknown (C041)
 J142826; 2; D382 A239; Pink Small; 10; 57; Wolf-Rayet Star; Unknown (R06); Unknown (C041)
 J152737; 2; D382 A239; White Dwarf; 8; 65; Black Hole; Unknown (R06); Unknown (C041)
 J225316; 2; D382 A239; Red Giant; 8; 31; Cataclysmic Variable; Unknown (R06); Unknown (C041)
 J163146; 2; D382 A239; Pink Small; 8; 21; Cataclysmic Variable; Unknown (R06); Unknown (C041)
 J134107; 2; D382 A239; Orange; 7; 71;; Unknown (R06); Unknown (C042)
 J104850; 2; D382 A239; Orange Bright; 10; 16;; Unknown (R06); Unknown (C042)
 J131124; 2; D382 A239; Pink; 10; 64;; Unknown (R06); Unknown (C042)
 J123435; 2; D382 A239; Orange radiant; 9; 44;; Unknown (R06); Unknown (C042)
 J150853; 2; D382 A239; Yellow; 11; 51;; Unknown (R06); Unknown (C042)
 J170558; 2; D382 A239; Red Giant; 11; 52; Black Hole; Unknown (R06); Unknown (C042)
 J214238; 2; D382 A239; Yellow; 9; 70; Magnetar; Unknown (R06); Unknown (C042)
 J110538; 2; D382 A239; Yellow; 9; 43; Red Giant; Unknown (R06); Unknown (C042)
 J143336; 2; D382 A239; Pink Small; 11; 68;; Unknown (R06); Unknown (C042)
 J232044; 2; D382 A239; Blue; 8; 47; Cataclysmic Variable; Unknown (R06); Unknown (C043)
 J145225; 2; D382 A239; Orange radiant; 10; 34; Black Hole; Unknown (R06); Unknown (C043)
 J231210; 2; D382 A239; Orange Bright; 11; 62;; Unknown (R06); Unknown (C043)
 J223853; 2; D382 A239; Red Giant; 7; 46;; Unknown (R06); Unknown (C043)
 J234542; 2; D382 A239; Blue Small; 11; 65;; Unknown (R06); Unknown (C043)
 J115911; 2; D382 A239; Orange radiant; 8; 36; Wolf-Rayet Star; Unknown (R06); Unknown (C043)
 J135155; 2; D382 A239; Red Giant; 11; 45;; Unknown (R06); Unknown (C043)
 J152825; 2; D382 A239; Red Giant; 6; 60;; Unknown (R06); Unknown (C043)
 J115334; 2; D382 A239; Red Giant; 11; 39; Cataclysmic Variable; Unknown (R06); Unknown (C043)
 J114749; 2; D382 A239; Orange; 9; 75;; Unknown (R06); Unknown (C043)
 J134730; 2; D382 A239; Pink; 7; 60; Black Hole; Unknown (R06); Unknown (C043)
 J105544; 2; D382 A239; Orange; 5; 28; Cataclysmic Variable; Unknown (R06); Unknown (C044)
 J233129; 2; D382 A239; Blue; 7; 49;; Unknown (R06); Unknown (C044)
 J114528; 2; D382 A239; White; 9; 61; Red Giant; Unknown (R06); Unknown (C044)
 J103351; 2; D382 A239; Red Giant; 6; 18;; Unknown (R06); Unknown (C044)
 J152322; 2; D382 A239; Red Giant; 6; 34; Cataclysmic Variable; Unknown (R06); Unknown (C044)
 J132617; 2; D382 A239; Yellow Small; 8; 85;; Unknown (R06); Unknown (C044)
 J104517; 2; D382 A239; Pink; 9; 45;; Unknown (R06); Unknown (C044)
 J132401; 2; D382 A239; Yellow Small; 5; 7;; Unknown (R06); Unknown (C044)
 J142918; 2; D382 A239; Orange Bright; 11; 45; Wolf-Rayet Star; Unknown (R06); Unknown (C044)
 J163902; 2; D382 A239; Yellow; 6; 6; Red Giant; Unknown (R06); Unknown (C044)
 J214843; 2; D382 A239; Blue Small; 9; 46; Wolf-Rayet Star; Unknown (R06); Unknown (C044)
 J173322; 2; D382 A239; Pink Small; 9; 8;; Unknown (R06); Unknown (C045)
 J120252; 2; D382 A239; Yellow; 10; 60;; Unknown (R06); Unknown (C045)
 J232305; 2; D382 A239; Pink Small; 8; 44; Pulsar; Unknown (R06); Unknown (C045)
 J123907; 2; D382 A239; Yellow Small; 8; 12;; Unknown (R06); Unknown (C045)
 J144057; 2; D382 A239; Red Giant; 8; 31;; Unknown (R06); Unknown (C045)
 J223320; 2; D382 A239; Yellow; 9; 7;; Unknown (R06); Unknown (C045)
 J153247; 2; D382 A239; Red Giant; 10; 36; Wolf-Rayet Star; Unknown (R06); Unknown (C045)
 J204623; 2; D382 A239; Orange Bright; 10; 41;; Unknown (R06); Unknown (C045)
 J223348; 2; D382 A239; Orange Bright; 10; 38;; Unknown (R06); Unknown (C045)
 J115734; 2; D382 A239; Red Giant; 11; 57; Cataclysmic Variable; Unknown (R06); Unknown (C045)
 J154735; 2; D382 A239; Red Giant; 11; 50;; Unknown (R06); Unknown (C045)
 J115314; 2; D382 A239; Blue Bright; 6; 47; Cataclysmic Variable; Unknown (R06); Unknown (C045)
 J164816; 2; D382 A239; Blue; 9; 63;; Unknown (R06); Unknown (C046)
 J132712; 2; D382 A239; Pink; 10; 63;; Unknown (R06); Unknown (C046)
 J124530; 2; D382 A239; Pink Small; 9; 55;; Unknown (R06); Unknown (C046)
 J134949; 2; D382 A239; Orange radiant; 10; 39;; Unknown (R06); Unknown (C046)
 J132458; 2; D382 A239; Yellow Small; 7; 41; Cataclysmic Variable; Unknown (R06); Unknown (C046)
 J160927; 2; D382 A239; Red Giant; 12; 57; Cataclysmic Variable; Unknown (R06); Unknown (C046)
 J150836; 2; D382 A239; Orange Bright; 10; 17; Magnetar; Unknown (R06); Unknown (C046)
 J102222; 2; D382 A239; Pink Small; 11; 31; Cataclysmic Variable; Unknown (R06); Unknown (C046)
 J103144; 2; D382 A239; Red Giant; 3; 8;; Unknown (R06); Unknown (C046)
 J135629; 2; D382 A239; Orange; 7; 34;; Unknown (R06); Unknown (C047)
 J115530; 2; D382 A239; Orange; 10; 53;; Unknown (R06); Unknown (C047)
 J133111; 2; D382 A239; Orange Bright; 10; 46;; Unknown (R06); Unknown (C047)
 J150904; 2; D382 A239; Orange radiant; 9; 90; Pulsar; Unknown (R06); Unknown (C047)
 J111846; 2; D382 A239; Orange Bright; 10; 43;; Unknown (R06); Unknown (C047)
 J152950; 2; D382 A239; Orange; 13; 25; Cataclysmic Variable; Unknown (R06); Unknown (C047)
 J120704; 2; D382 A239; Orange Bright; 4; 5;; Unknown (R06); Unknown (C047)
 J104718; 2; D382 A239; Yellow Small; 8; 38; Wolf-Rayet Star; Unknown (R06); Unknown (C047)
 J131808; 2; D382 A239; Red Giant; 10; 72;; Unknown (R06); Unknown (C047)
 J231644; 2; D382 A239; Yellow Small; 11; 52; Wolf-Rayet Star; Unknown (R06); Unknown (C048)
 J232147; 2; D382 A239; Yellow Small; 8; 4;; Unknown (R06); Unknown (C048)
 J132048; 2; D382 A239; Orange; 5; 37;; Unknown (R06); Unknown (C048)
 J172350; 2; D382 A239; Orange Bright; 7; 59;; Unknown (R06); Unknown (C048)
 J145619; 2; D382 A239; Orange; 8; 36;; Unknown (R06); Unknown (C048)
 J163446; 2; D382 A239; Blue; 8; 25;; Unknown (R06); Unknown (C048)
 J140816; 2; D382 A239; Yellow; 9; 39;; Unknown (R06); Unknown (C048)
 J141015; 2; D382 A239; Pink Small; 11; 78;; Unknown (R06); Unknown (C048)
 J101346; 2; D382 A239; Pink Small; 11; 46;; Unknown (R06); Unknown (C048)
 J212238; 2; D382 A239; Orange Bright; 10; 52; Cataclysmic Variable; Unknown (R06); Unknown (C049)
 J235852; 2; D382 A239; Yellow Small; 8; 2; Black Hole; Unknown (R06); Unknown (C049)
 J134349; 2; D382 A239; White; 9; 46; Cataclysmic Variable; Unknown (R06); Unknown (C049)
 J204221; 2; D382 A239; Yellow Small; 8; 24;; Unknown (R06); Unknown (C049)
 J110910; 2; D382 A239; Orange; 10; 23;; Unknown (R06); Unknown (C049)
 J131753; 2; D382 A239; Yellow; 7; 69;; Unknown (R06); Unknown (C049)
 J113221; 2; D382 A239; Blue Bright; 8; 56;; Unknown (R06); Unknown (C049)
 J152941; 2; D382 A239; Orange radiant; 5; 28;; Unknown (R06); Unknown (C049)
 J144727; 2; D382 A239; Red Giant; 10; 71;; Unknown (R06); Unknown (C049)
 J143320; 2; D382 A239; Orange; 9; 31; Magnetar; Unknown (R06); Unknown (C050)
 J155551; 2; D382 A239; White; 13; 34;; Unknown (R06); Unknown (C050)
 J162516; 2; D382 A239; Orange; 11; 71;; Unknown (R06); Unknown (C050)
 J135827; 2; D382 A239; Blue Bright; 11; 59; Red Giant; Unknown (R06); Unknown (C050)
 J131706; 2; D382 A239; Yellow Small; 10; 42; Cataclysmic Variable; Unknown (R06); Unknown (C050)
 J214854; 2; D382 A239; Orange radiant; 10; 53;; Unknown (R06); Unknown (C050)
 J150109; 2; D382 A239; Blue Small; 7; 52;; Unknown (R06); Unknown (C050)
 J103512; 2; D382 A239; Pink; 10; 26;; Unknown (R06); Unknown (C050)
 J121658; 2; D382 A239; White Dwarf; 7; 29; Wolf-Rayet Star; Unknown (R06); Unknown (C050)
 J143706; 2; D382 A239; Yellow Small; 9; 23;; Unknown (R06); Unknown (C051)
 J235924; 2; D382 A239; Red Giant; 9; 9;; Unknown (R06); Unknown (C051)
 J103854; 2; D382 A239; Orange radiant; 12; 47;; Unknown (R06); Unknown (C051)
 J214725; 2; D382 A239; Yellow Small; 8; 58;; Unknown (R06); Unknown (C051)
 J101415; 2; D382 A239; Pink; 8; 41; Red Giant; Unknown (R06); Unknown (C051)
 J122837; 2; D382 A239; Pink Small; 9; 12;; Unknown (R06); Unknown (C051)
 J125727; 2; D382 A239; Orange radiant; 9; 32; Black Hole; Unknown (R06); Unknown (C051)
 J142847; 2; D382 A239; Blue Small; 9; 78; Magnetar; Unknown (R06); Unknown (C051)
 J155035; 2; D382 A239; Orange Bright; 6; 15;; Unknown (R06); Unknown (C051)
 J102504; 2; D382 A239; Red Giant; 10; 29;; Unknown (R06); Unknown (C051)
 J160305; 2; D382 A239; Yellow Small; 13; 28;; Unknown (R06); Unknown (C052)
 J151503; 2; D382 A239; Pink; 9; 75; Red Giant; Unknown (R06); Unknown (C052)
 J142838; 2; D382 A239; Orange Bright; 8; 19; Red Giant; Unknown (R06); Unknown (C052)
 J131034; 2; D382 A239; Yellow Small; 9; 49; Wolf-Rayet Star; Unknown (R06); Unknown (C052)
 J214901; 2; D382 A239; Yellow Small; 7; 38; Wolf-Rayet Star; Unknown (R06); Unknown (C052)
 J113323; 2; D382 A239; Yellow Small; 9; 54; Wolf-Rayet Star; Unknown (R06); Unknown (C052)
 J112956; 2; D382 A239; Red Giant; 8; 7; Black Hole; Unknown (R06); Unknown (C052)
 J104802; 2; D382 A239; Yellow Small; 11; 39;; Unknown (R06); Unknown (C052)
 J100808; 2; D382 A239; Pink; 10; 28;; Unknown (R06); Unknown (C052)
 J100509; 2; D382 A239; Pink; 8; 26;; Unknown (R06); Unknown (C052)
 J142055; 2; D382 A239; White; 11; 30;; Unknown (R06); Unknown (C052)
 J135141; 2; D382 A239; Orange; 10; 63;; Unknown (R06); Unknown (C052)
 J151902; 2; D382 A239; Orange Bright; 10; 19;; Unknown (R06); Unknown (C053)
 J235759; 2; D382 A239; Orange; 11; 40; Cataclysmic Variable; Unknown (R06); Unknown (C053)
 J164613; 2; D382 A239; Red Giant; 8; 39; Magnetar; Unknown (R06); Unknown (C053)
 J225805; 2; D382 A239; Yellow; 6; 64;; Unknown (R06); Unknown (C053)
 J112916; 2; D382 A239; Red Giant; 9; 34;; Unknown (R06); Unknown (C053)
 J115347; 2; D382 A239; Blue Bright; 11; 62;; Unknown (R06); Unknown (C053)
 J224217; 2; D382 A239; Blue Bright; 10; 13;; Unknown (R06); Unknown (C053)
 J110555; 2; D382 A239; Pink Small; 9; 69;; Unknown (R06); Unknown (C053)
 J143455; 2; D382 A239; White; 8; 11;; Unknown (R06); Unknown (C053)
 J111141; 2; D382 A239; Orange Bright; 11; 39;; Unknown (R06); Unknown (C053)
 J104606; 2; D382 A239; Orange Bright; 7; 46; Pulsar; Unknown (R06); Unknown (C053)
 J222830; 2; D382 A239; Yellow Small; 3; 44; Pulsar; Unknown (R06); Unknown (C053)
 J123249; 2; D382 A239; Orange radiant; 7; 55;; Unknown (R06); Unknown (C054)
 J115310; 2; D382 A239; White; 7; 12;; Unknown (R06); Unknown (C054)
 J143702; 2; D382 A239; Yellow; 7; 80; Black Hole; Unknown (R06); Unknown (C054)
 J223538; 2; D382 A239; Orange; 7; 45;; Unknown (R06); Unknown (C054)
 J131618; 2; D382 A239; Orange Bright; 4; 5;; Unknown (R06); Unknown (C054)
 J215944; 2; D382 A239; Orange; 2; 22;; Unknown (R06); Unknown (C054)
 J121952; 2; D382 A239; Orange; 6; 36;; Unknown (R06); Unknown (C054)
 J121928; 2; D382 A239; Yellow; 8; 62; Red Giant; Unknown (R06); Unknown (C054)
 J105439; 2; D382 A239; Yellow Small; 5; 23;; Unknown (R06); Unknown (C054)
 J160225; 4; N766 X877; Red Giant; 10; 68;; Unknown (R16); Unknown (C153)
 J210458; 4; N766 X877; Blue; 11; 37; Wolf-Rayet Star; Unknown (R16); Unknown (C153)
 J113925; 4; N766 X877; Yellow; 10; 47; Black Hole; Unknown (R16); Unknown (C153)
 J204815; 4; N766 X877; Pink Small; 5; 8;; Unknown (R16); Unknown (C153)
 J104754; 4; N766 X877; Red Giant; 11; 64;; Unknown (R16); Unknown (C153)
 J130518; 4; N766 X877; Yellow; 5; 12;; Unknown (R16); Unknown (C153)
 J142200; 4; N766 X877; Orange radiant; 10; 40; Cataclysmic Variable; Unknown (R16); Unknown (C153)
 J103731; 4; N766 X877; Pink Small; 10; 57;; Unknown (R16); Unknown (C154)
 J100046; 4; N766 X877; Orange Bright; 8; 57; Cataclysmic Variable; Unknown (R16); Unknown (C154)
 J230301; 4; N766 X877; Orange; 10; 51;; Unknown (R16); Unknown (C154)
 J165839; 4; N766 X877; Orange; 9; 29; Black Hole; Unknown (R16); Unknown (C154)
 J235953; 4; N766 X877; Orange Bright; 10; 53;; Unknown (R16); Unknown (C154)
 J115018; 4; N766 X877; Pink; 11; 101; Wolf-Rayet Star; Unknown (R16); Unknown (C154)
 J133458; 4; N766 X877; Yellow; 10; 60;; Unknown (R16); Unknown (C154)
 J221859; 4; N766 X877; Pink; 11; 38;; Unknown (R16); Unknown (C155)
 J170215; 4; N766 X877; Orange Bright; 8; 15;; Unknown (R16); Unknown (C155)
 J165820; 4; N766 X877; Pink Small; 4; 4;; Unknown (R16); Unknown (C155)
 J130253; 4; N766 X877; Yellow; 9; 38;; Unknown (R16); Unknown (C155)
 J120937; 4; N766 X877; Pink Small; 10; 56;; Unknown (R16); Unknown (C155)
 J214811; 4; N766 X877; Yellow Small; 10; 14;; Unknown (R16); Unknown (C155)
 J160419; 4; N766 X877; Orange Bright; 8; 21;; Unknown (R16); Unknown (C155)
 J161752; 4; N766 P060; Yellow; 8; 68;; Unknown (R16); Unknown (C156)
 J112610; 4; N766 P060; Blue Bright; 10; 77;; Unknown (R16); Unknown (C156)
 J123726; 4; N766 P060; Orange Bright; 7; 16; Black Hole; Unknown (R16); Unknown (C156)
 J124837; 4; N766 P060; Orange radiant; 12; 44;; Unknown (R16); Unknown (C156)
 J151643; 4; N766 P060; Orange Bright; 9; 50; Pulsar; Unknown (R16); Unknown (C156)
 J160321; 4; N766 P060; Pink; 11; 47;; Unknown (R16); Unknown (C156)
 J165308; 4; N766 P060; Blue; 8; 47; Cataclysmic Variable; Unknown (R16); Unknown (C156)
 J171359; 4; N766 H900; Blue Small; 8; 61;; Unknown (R16); Unknown (C157)
 J115547; 4; N766 H900; Yellow Small; 6; 6; Cataclysmic Variable; Unknown (R16); Unknown (C157)
 J141055; 4; N766 H900; Pink; 6; 25;; Unknown (R16); Unknown (C157)
 J153202; 4; N766 H900; White; 9; 32;; Unknown (R16); Unknown (C157)
 J121845; 4; N766 H900; Blue Small; 6; 49; Cataclysmic Variable; Unknown (R16); Unknown (C157)
 J113456; 4; N766 H900; Pink Small; 7; 53;; Unknown (R16); Unknown (C157)
 J144746; 4; N766 H900; Orange radiant; 7; 56;; Unknown (R16); Unknown (C157)
 J171554; 4; N766 H900; Orange radiant; 8; 49; Magnetar; Unknown (R16); Unknown (C158)
 J111029; 4; N766 H900; Orange; 8; 36;; Unknown (R16); Unknown (C158)
 J145129; 4; N766 H900; Pink; 9; 13;; Unknown (R16); Unknown (C158)
 J113730; 4; N766 H900; Yellow Small; 8; 50; Red Giant; Unknown (R16); Unknown (C158)
 J100956; 4; N766 H900; Red Giant; 7; 44;; Unknown (R16); Unknown (C158)
 J134407; 4; N766 H900; Pink Small; 10; 45;; Unknown (R16); Unknown (C158)
 J101507; 4; N766 H900; Pink; 7; 50; Red Giant; Unknown (R16); Unknown (C158)
 J105546; 4; N766 C247; Yellow; 12; 17; Wolf-Rayet Star; Unknown (R16); Unknown (C159)
 J123528; 4; N766 C247; Pink; 8; 47;; Unknown (R16); Unknown (C159)
 J145318; 4; N766 C247; Pink Small; 10; 16; Black Hole; Unknown (R16); Unknown (C159)
 J132611; 4; N766 C247; Orange; 7; 28;; Unknown (R16); Unknown (C159)
 J153338; 4; N766 C247; Orange Bright; 7; 45;; Unknown (R16); Unknown (C159)
 J102534; 4; N766 C247; Yellow; 8; 25; Wolf-Rayet Star; Unknown (R16); Unknown (C159)
